iter	RMSE
428	3.366773337e-05
429	3.353349356e-05
430	3.33913357e-05
431	3.317462965e-05
432	3.308363067e-05
433	3.286484003e-05
434	3.266239288e-05
435	3.251396538e-05
436	3.233116878e-05
437	3.211964245e-05
438	3.189578517e-05
439	3.164331953e-05
440	3.151189852e-05
441	3.129451758e-05
442	3.113358187e-05
443	3.106315429e-05
444	3.088060506e-05
445	3.072964766e-05
446	3.063740096e-05
447	3.045064085e-05
448	3.025341454e-05
449	3.004508404e-05
450	2.987733934e-05
451	2.971953388e-05
452	2.962858655e-05
453	2.94856143e-05
454	2.936143463e-05
455	2.927171638e-05
456	2.915413211e-05
457	2.903335945e-05
458	2.88420783e-05
459	2.870964684e-05
460	2.857469082e-05
461	2.842792913e-05
462	2.824923525e-05
463	2.812331304e-05
464	2.8016358e-05
465	2.786194053e-05
466	2.775516879e-05
467	2.764067749e-05
468	2.756341806e-05
469	2.745365108e-05
470	2.726675528e-05
471	2.716860321e-05
472	2.705236188e-05
473	2.693727464e-05
474	2.685447246e-05
475	2.679360909e-05
476	2.663823886e-05
477	2.649973066e-05
478	2.642460113e-05
479	2.62882918e-05
480	2.615288674e-05
481	2.606845474e-05
482	2.592832737e-05
483	2.578867025e-05
484	2.569074423e-05
485	2.544922321e-05
486	2.535105224e-05
487	2.522071589e-05
488	2.512721954e-05
489	2.506582989e-05
490	2.498855397e-05
491	2.489260668e-05
492	2.480086694e-05
493	2.473330041e-05
494	2.462168902e-05
495	2.453890296e-05
496	2.440717381e-05
497	2.428101987e-05
498	2.419598329e-05
499	2.400062057e-05
500	2.38317709e-05
501	2.370714435e-05
502	2.361107596e-05
503	2.354506178e-05
504	2.333262254e-05
505	2.327682923e-05
506	2.318485955e-05
507	2.313262782e-05
508	2.299710622e-05
509	2.292286076e-05
510	2.279491799e-05
511	2.260941597e-05
512	2.245284534e-05
513	2.237377447e-05
514	2.230668983e-05
515	2.218779547e-05
516	2.206480922e-05
517	2.199547775e-05
518	2.191551663e-05
519	2.183997797e-05
520	2.17276606e-05
521	2.160161838e-05
522	2.145964249e-05
523	2.129758589e-05
524	2.12081748e-05
525	2.111438447e-05
526	2.101557413e-05
527	2.0869205e-05
528	2.077065514e-05
529	2.065322799e-05
530	2.052852826e-05
531	2.040022974e-05
532	2.024164989e-05
533	2.005902268e-05
534	2.000957116e-05
535	1.987995708e-05
536	1.983653359e-05
537	1.966147012e-05
538	1.957294299e-05
539	1.948542332e-05
540	1.934677405e-05
541	1.924748462e-05
542	1.912448809e-05
543	1.901085592e-05
544	1.878688422e-05
545	1.873319837e-05
546	1.86673345e-05
547	1.856541689e-05
548	1.844818274e-05
549	1.83465268e-05
550	1.830768048e-05
551	1.826238278e-05
552	1.813105883e-05
553	1.804392629e-05
554	1.793421685e-05
555	1.786163065e-05
556	1.78207523e-05
557	1.770481543e-05
558	1.756841223e-05
559	1.750977491e-05
560	1.739972263e-05
561	1.722825474e-05
562	1.718442699e-05
563	1.710219947e-05
564	1.703370206e-05
565	1.695073412e-05
566	1.687594116e-05
567	1.679230844e-05
568	1.67396201e-05
569	1.666569852e-05
570	1.659143399e-05
571	1.650152393e-05
572	1.637856932e-05
573	1.632823143e-05
574	1.617483138e-05
575	1.612788478e-05
576	1.604747232e-05
577	1.599806718e-05
578	1.5933957e-05
579	1.591610729e-05
580	1.580105561e-05
581	1.571644637e-05
582	1.5647722e-05
583	1.561266707e-05
584	1.556303076e-05
585	1.547314279e-05
586	1.542942522e-05
587	1.537445406e-05
588	1.533339505e-05
589	1.527979268e-05
590	1.523111816e-05
591	1.513226025e-05
592	1.502534052e-05
593	1.494432177e-05
594	1.486818384e-05
595	1.476933072e-05
596	1.467245178e-05
597	1.462833103e-05
598	1.456216087e-05
599	1.447985202e-05
600	1.440716352e-05
601	1.427458908e-05
602	1.420367916e-05
603	1.41184126e-05
604	1.403210982e-05
605	1.397699436e-05
606	1.393766785e-05
607	1.38316051e-05
608	1.378787796e-05
609	1.372910376e-05
610	1.368933379e-05
611	1.361144509e-05
612	1.355325694e-05
613	1.347733911e-05
614	1.339338068e-05
615	1.325483664e-05
616	1.32049181e-05
617	1.316768048e-05
618	1.311272248e-05
619	1.305995835e-05
620	1.29981767e-05
621	1.294279281e-05
622	1.289515946e-05
623	1.28192984e-05
624	1.274413661e-05
625	1.265201546e-05
626	1.259051811e-05
627	1.254898563e-05
628	1.244779527e-05
629	1.239086007e-05
630	1.230088814e-05
631	1.227999847e-05
632	1.222239721e-05
633	1.218881502e-05
634	1.215593508e-05
635	1.211256883e-05
636	1.204549687e-05
637	1.194654076e-05
638	1.18637992e-05
639	1.180125207e-05
640	1.175092462e-05
641	1.170258991e-05
642	1.166976909e-05
643	1.164173171e-05
644	1.157963164e-05
645	1.152336256e-05
646	1.145121071e-05
647	1.137228363e-05
648	1.134793282e-05
649	1.129600902e-05
650	1.12614722e-05
651	1.12219606e-05
652	1.117465402e-05
653	1.111644749e-05
654	1.10672618e-05
655	1.100339675e-05
656	1.095765351e-05
657	1.09252872e-05
658	1.087421937e-05
659	1.081148126e-05
660	1.076625496e-05
661	1.072296714e-05
662	1.069057765e-05
663	1.061464038e-05
664	1.053977141e-05
665	1.047790039e-05
666	1.044406941e-05
667	1.040102057e-05
668	1.035199058e-05
669	1.026985809e-05
670	1.022595921e-05
671	1.020132024e-05
672	1.01534256e-05
673	1.009801911e-05
674	1.004244995e-05
675	1.000313385e-05
676	9.968033052e-06
677	9.93703109e-06
678	9.909324551e-06
679	9.873409405e-06
680	9.849467737e-06
681	9.809593696e-06
682	9.743937144e-06
683	9.69658083e-06
684	9.642907691e-06
685	9.588823502e-06
686	9.555378457e-06
687	9.527353699e-06
688	9.495038179e-06
689	9.422428893e-06
690	9.381701626e-06
691	9.327639253e-06
692	9.272554593e-06
693	9.224157007e-06
694	9.174983129e-06
695	9.132468994e-06
696	9.081999056e-06
697	9.046057038e-06
698	9.031766687e-06
699	8.990298199e-06
700	8.937225129e-06
701	8.870596776e-06
702	8.822132781e-06
703	8.771868941e-06
704	8.706264656e-06
705	8.680117703e-06
706	8.637428691e-06
707	8.593832638e-06
708	8.567854429e-06
709	8.529991349e-06
710	8.50591879e-06
711	8.429767762e-06
712	8.389086279e-06
713	8.349332174e-06
714	8.311218025e-06
715	8.26552593e-06
716	8.187273487e-06
717	8.150802148e-06
718	8.118140645e-06
719	8.100962446e-06
720	8.089794846e-06
721	8.042525427e-06
722	8.007586909e-06
723	7.972856763e-06
724	7.939206193e-06
725	7.872600664e-06
726	7.863550161e-06
727	7.808619852e-06
728	7.759178359e-06
729	7.727707101e-06
730	7.675783044e-06
731	7.63827075e-06
732	7.603122039e-06
733	7.550695354e-06
734	7.508334834e-06
735	7.467691127e-06
736	7.44553016e-06
737	7.411389629e-06
738	7.390231034e-06
739	7.374666182e-06
740	7.344796521e-06
741	7.306819688e-06
742	7.258110154e-06
743	7.221663385e-06
744	7.154197178e-06
745	7.127560693e-06
746	7.076934855e-06
747	7.037437219e-06
748	7.016703265e-06
749	6.979831005e-06
750	6.929412842e-06
751	6.865305808e-06
752	6.842723994e-06
753	6.810775265e-06
754	6.768705221e-06
755	6.735379199e-06
756	6.668671243e-06
757	6.632240568e-06
758	6.599176011e-06
759	6.583957538e-06
760	6.535006384e-06
761	6.502026796e-06
762	6.456759603e-06
763	6.437361624e-06
764	6.42107818e-06
765	6.390070806e-06
766	6.354615265e-06
767	6.311220163e-06
768	6.277553445e-06
769	6.244723177e-06
770	6.230609346e-06
771	6.191492545e-06
772	6.14303068e-06
773	6.072359351e-06
774	6.045125586e-06
775	6.032255616e-06
776	6.008978451e-06
777	5.975100073e-06
778	5.945690247e-06
779	5.93492488e-06
780	5.869620975e-06
781	5.848261495e-06
782	5.82202799e-06
783	5.789515376e-06
784	5.751337977e-06
785	5.715320428e-06
786	5.698874299e-06
787	5.680644497e-06
788	5.65281536e-06
789	5.623516993e-06
790	5.60330395e-06
791	5.573457327e-06
792	5.557325336e-06
793	5.524376609e-06
794	5.478486618e-06
795	5.459792615e-06
796	5.449727543e-06
797	5.435965741e-06
798	5.411619e-06
799	5.375292705e-06
800	5.352829251e-06
801	5.312779545e-06
802	5.294048771e-06
803	5.277035713e-06
804	5.255225812e-06
805	5.243753451e-06
806	5.229445381e-06
807	5.211064229e-06
808	5.180322714e-06
809	5.171524946e-06
810	5.137567897e-06
811	5.096038999e-06
812	5.080729224e-06
813	5.059796507e-06
814	5.020404582e-06
815	5.006476096e-06
816	4.980517737e-06
817	4.967295019e-06
818	4.940131718e-06
819	4.921966612e-06
820	4.901147253e-06
821	4.876276365e-06
822	4.84316504e-06
823	4.838276239e-06
824	4.819359034e-06
825	4.812022597e-06
826	4.785683596e-06
827	4.766587389e-06
828	4.734766664e-06
829	4.700875285e-06
830	4.682311685e-06
831	4.658654612e-06
832	4.642228463e-06
833	4.623770985e-06
834	4.602222872e-06
835	4.569052278e-06
836	4.5519699e-06
837	4.528138579e-06
838	4.509492733e-06
839	4.486707919e-06
840	4.475967031e-06
841	4.452827778e-06
842	4.434882898e-06
843	4.414078215e-06
844	4.398053107e-06
845	4.365693717e-06
846	4.341719066e-06
847	4.334122358e-06
848	4.322470693e-06
849	4.301843134e-06
850	4.288755493e-06
851	4.259858023e-06
852	4.24551821e-06
853	4.236671151e-06
854	4.221612271e-06
855	4.208765187e-06
856	4.198011619e-06
857	4.180407293e-06
858	4.15797128e-06
859	4.144333802e-06
860	4.122819335e-06
861	4.104792364e-06
862	4.090864328e-06
863	4.070903988e-06
864	4.043670396e-06
865	4.02926123e-06
866	4.005555303e-06
867	3.981147747e-06
868	3.971907314e-06
869	3.951931299e-06
870	3.932473401e-06
871	3.905984194e-06
872	3.870699726e-06
873	3.848791794e-06
874	3.830545973e-06
875	3.816654908e-06
876	3.800901686e-06
877	3.784121353e-06
878	3.772147004e-06
879	3.756325028e-06
880	3.743544625e-06
881	3.716247511e-06
882	3.695803671e-06
883	3.681495298e-06
884	3.668279848e-06
885	3.65179113e-06
886	3.643245249e-06
887	3.621494106e-06
888	3.599706392e-06
889	3.593236592e-06
890	3.583498312e-06
891	3.56609046e-06
892	3.543787193e-06
893	3.537774958e-06
894	3.523926606e-06
895	3.509115921e-06
896	3.498950837e-06
897	3.484529437e-06
898	3.471044271e-06
899	3.459092274e-06
900	3.443325523e-06
901	3.428153553e-06
902	3.410106951e-06
903	3.398612475e-06
904	3.393123686e-06
905	3.381824305e-06
906	3.364726878e-06
907	3.349722689e-06
908	3.339327633e-06
909	3.314933872e-06
910	3.299358587e-06
911	3.277796951e-06
912	3.262224529e-06
913	3.242634338e-06
914	3.216622465e-06
915	3.197439486e-06
916	3.182792422e-06
917	3.171826826e-06
918	3.158886419e-06
919	3.144835506e-06
920	3.124624602e-06
921	3.111595685e-06
922	3.092718239e-06
923	3.080124652e-06
924	3.06688191e-06
925	3.059565243e-06
926	3.04464996e-06
927	3.022414555e-06
928	3.002680182e-06
929	2.995170018e-06
930	2.989174695e-06
931	2.98288463e-06
932	2.970959252e-06
933	2.951047308e-06
934	2.933727737e-06
935	2.908806336e-06
936	2.898819451e-06
937	2.888560992e-06
938	2.879502988e-06
939	2.859149655e-06
940	2.845573421e-06
941	2.830930813e-06
942	2.818705241e-06
943	2.810816806e-06
944	2.797098781e-06
945	2.785349557e-06
946	2.772771717e-06
947	2.764553945e-06
948	2.756086644e-06
949	2.748435712e-06
950	2.743957781e-06
951	2.715518279e-06
952	2.704328811e-06
953	2.688020344e-06
954	2.679708506e-06
955	2.659088741e-06
956	2.647085907e-06
957	2.639842387e-06
958	2.63387825e-06
959	2.623710419e-06
960	2.612807602e-06
961	2.604934453e-06
962	2.599869432e-06
963	2.589336489e-06
964	2.577862269e-06
965	2.566719095e-06
966	2.560862941e-06
967	2.543882438e-06
968	2.524647665e-06
969	2.514875681e-06
970	2.501596593e-06
971	2.48420257e-06
972	2.475270152e-06
973	2.461945352e-06
974	2.453257456e-06
975	2.433494158e-06
976	2.426283408e-06
977	2.416756396e-06
978	2.399861345e-06
979	2.394452361e-06
980	2.38528642e-06
981	2.380453747e-06
982	2.366589157e-06
983	2.358914107e-06
984	2.353042892e-06
985	2.343925611e-06
986	2.331333131e-06
987	2.318768913e-06
988	2.314401072e-06
989	2.306335043e-06
990	2.297860525e-06
991	2.289515006e-06
992	2.283807534e-06
993	2.272651945e-06
994	2.258332007e-06
995	2.241696792e-06
996	2.222772781e-06
997	2.211171411e-06
998	2.20596474e-06
