iter	RMSE
0	0.01412424861
1	0.01091355756
2	0.00844212812
3	0.006683763827
4	0.005391040678
5	0.004376652098
6	0.003582121358
7	0.003022686498
8	0.002602880888
9	0.002353519299
10	0.002055137314
11	0.001896111296
12	0.001756098986
13	0.001661627154
14	0.001545444638
15	0.001472414105
16	0.001406847257
17	0.001368288626
18	0.001303543096
19	0.001271151217
20	0.001242791053
21	0.001213995876
22	0.001181472639
23	0.001162953079
24	0.001134324647
25	0.001082162177
26	0.001054977389
27	0.001023863401
28	0.001003636224
29	0.0009892307032
30	0.0009599156157
31	0.0009405312119
32	0.0009284497008
33	0.0009208201736
34	0.0008947655331
35	0.0008887500737
36	0.0008774425817
37	0.0008564983229
38	0.0008256662441
39	0.0008155580939
40	0.0008107278517
41	0.0007908243383
42	0.0007641286646
43	0.000758934986
44	0.0007479092252
45	0.0007310585004
46	0.0007204078868
47	0.0007132661511
48	0.0006996208582
49	0.0006780982166
50	0.0006638338697
51	0.0006437256849
52	0.000637080325
53	0.0006288865621
54	0.0006159785593
55	0.0006119973706
56	0.0005984810124
57	0.0005900240875
58	0.0005767406484
59	0.0005618197429
60	0.0005420922828
61	0.0005318333101
62	0.0005271567217
63	0.0005205368842
64	0.0005096418507
65	0.0005004673041
66	0.0004975475047
67	0.0004913418573
68	0.0004887507637
69	0.0004759355054
70	0.0004661973116
71	0.0004606925085
72	0.0004549873604
73	0.0004519937903
74	0.0004496139709
75	0.0004455934304
76	0.0004392137586
77	0.0004350736293
78	0.0004253903115
79	0.0004171103036
80	0.0004108666354
81	0.0004063073651
82	0.0004022142401
83	0.0003932171177
84	0.0003867280981
85	0.0003817752893
86	0.0003779465847
87	0.0003749289944
88	0.0003689943246
89	0.000365208048
90	0.000360666968
91	0.0003563033122
92	0.0003527854426
93	0.000351056243
94	0.0003460520104
95	0.0003431301344
96	0.0003395457408
97	0.0003362356143
98	0.0003327881407
99	0.0003287579523
100	0.0003270172974
101	0.0003226819542
102	0.0003186631213
103	0.0003151285926
104	0.0003129289723
105	0.0003111190116
106	0.0003089588376
107	0.000303894971
108	0.0003011164637
109	0.0002984388897
110	0.0002969470629
111	0.0002944123016
112	0.0002917681886
113	0.0002885605514
114	0.0002844249128
115	0.0002816271171
116	0.0002758149388
117	0.0002714487857
118	0.0002686459461
119	0.0002668312612
120	0.0002646450388
121	0.0002621666275
122	0.0002587041085
123	0.0002564070109
124	0.0002539045726
125	0.0002519833112
126	0.0002496238628
127	0.0002469727202
128	0.0002449679613
129	0.0002429099185
130	0.0002414903838
131	0.0002375423012
132	0.0002360549499
133	0.0002327501407
134	0.0002297195479
135	0.0002258290555
136	0.0002230034013
137	0.0002190990725
138	0.0002178254163
139	0.0002161286295
140	0.0002145698543
141	0.0002123214943
142	0.0002112299473
143	0.0002095358128
144	0.0002070200669
145	0.000205127999
146	0.0002038665843
147	0.0002021431086
148	0.0001999474688
149	0.0001990210914
150	0.0001975551822
151	0.0001963095161
152	0.0001941981565
153	0.0001923432635
154	0.0001912496426
155	0.0001885838919
156	0.0001855736894
157	0.0001839435591
158	0.0001824459962
159	0.0001806889495
160	0.0001795276613
161	0.0001786136053
162	0.0001774021074
163	0.000176012254
164	0.0001748457423
165	0.0001739362222
166	0.0001721098384
167	0.000171160123
168	0.0001695709869
169	0.0001684893206
170	0.0001659860474
171	0.0001640992573
172	0.0001630315631
173	0.0001619529185
174	0.0001606418989
175	0.000159659709
176	0.0001575173935
177	0.0001567109896
178	0.0001559219882
179	0.0001546189295
180	0.0001536602418
181	0.0001526691527
182	0.0001513968812
183	0.0001505189172
184	0.0001494035811
185	0.0001486439219
186	0.0001478687457
187	0.0001466494132
188	0.0001457540631
189	0.0001449422954
190	0.000143467948
191	0.0001423474609
192	0.0001409913782
193	0.0001401696474
194	0.0001395990134
195	0.0001384296571
196	0.0001374936619
197	0.0001363258732
198	0.0001354587869
199	0.0001339566828
200	0.0001330690341
201	0.0001315561695
202	0.0001306688436
203	0.0001297367283
204	0.000128495977
205	0.0001274048857
206	0.0001264882178
207	0.000124905891
208	0.0001241359885
209	0.0001226241851
210	0.0001218494941
211	0.0001211443194
212	0.0001201799618
213	0.0001191997196
214	0.0001181944325
215	0.0001172409855
216	0.0001163918388
217	0.0001157043379
218	0.0001148166907
219	0.0001142264721
220	0.0001134458112
221	0.000112485608
222	0.0001116682114
223	0.0001110541643
224	0.0001103867439
225	0.0001088819807
226	0.0001080831119
227	0.0001070171593
228	0.0001063553296
229	0.0001057053255
230	0.0001050577349
231	0.0001046198829
232	0.0001038955581
233	0.0001034403889
234	0.0001028384541
235	0.0001023555288
236	0.0001021299627
237	0.0001016175282
238	0.0001009819649
239	0.0001000872627
240	9.953028495e-05
241	9.877883602e-05
242	9.807317807e-05
243	9.725340274e-05
244	9.690856449e-05
245	9.640024866e-05
246	9.57883045e-05
247	9.47274899e-05
248	9.400495471e-05
249	9.321671935e-05
250	9.244764278e-05
251	9.176011939e-05
252	9.106328405e-05
253	9.055176722e-05
254	8.991584386e-05
255	8.934589314e-05
256	8.871032396e-05
257	8.835699952e-05
258	8.790153369e-05
259	8.74205396e-05
260	8.639964248e-05
261	8.595888733e-05
262	8.543130921e-05
263	8.515141368e-05
264	8.430612578e-05
265	8.397612841e-05
266	8.341911542e-05
267	8.306712282e-05
268	8.261129231e-05
269	8.207050047e-05
270	8.153910984e-05
271	8.090940205e-05
272	8.048878297e-05
273	7.995766317e-05
274	7.947129896e-05
275	7.916916714e-05
276	7.850728088e-05
277	7.797871133e-05
278	7.756397618e-05
279	7.707089894e-05
280	7.661733884e-05
281	7.641377775e-05
282	7.581907078e-05
283	7.524487851e-05
284	7.487744464e-05
285	7.450033179e-05
286	7.400687485e-05
287	7.346897402e-05
288	7.280442886e-05
289	7.230640468e-05
290	7.199272023e-05
291	7.158932203e-05
292	7.095679418e-05
293	7.052893359e-05
294	7.023614896e-05
295	6.988047029e-05
296	6.941208667e-05
297	6.920730506e-05
298	6.854529416e-05
299	6.824099639e-05
300	6.772737047e-05
301	6.714097681e-05
302	6.660086853e-05
303	6.627441158e-05
304	6.594771245e-05
305	6.543941131e-05
306	6.504380669e-05
307	6.470954495e-05
308	6.441398474e-05
309	6.418303267e-05
310	6.394821333e-05
311	6.356126088e-05
312	6.324472911e-05
313	6.299529602e-05
314	6.272806092e-05
315	6.249460863e-05
316	6.237318612e-05
317	6.210091719e-05
318	6.168429594e-05
319	6.142940198e-05
320	6.115031301e-05
321	6.06921624e-05
322	6.046539296e-05
323	6.005782228e-05
324	5.968216199e-05
325	5.929488281e-05
326	5.903936933e-05
327	5.868046615e-05
328	5.826602805e-05
329	5.780094008e-05
330	5.731532762e-05
331	5.690943585e-05
332	5.660595039e-05
333	5.628302418e-05
334	5.590462564e-05
335	5.556907241e-05
336	5.533548646e-05
337	5.507041806e-05
338	5.470770056e-05
339	5.455552228e-05
340	5.418149726e-05
341	5.391428723e-05
342	5.344412711e-05
343	5.305268288e-05
344	5.281338341e-05
345	5.246124891e-05
346	5.229370514e-05
347	5.199378737e-05
348	5.168431251e-05
349	5.146917619e-05
350	5.103065524e-05
351	5.07466131e-05
352	5.028133274e-05
353	4.99680511e-05
354	4.973781061e-05
355	4.946639227e-05
356	4.902406079e-05
357	4.873661781e-05
358	4.854771974e-05
359	4.836232678e-05
360	4.808990191e-05
361	4.772576007e-05
362	4.749532148e-05
363	4.721343421e-05
364	4.684107498e-05
365	4.666264122e-05
366	4.642073435e-05
367	4.612948846e-05
368	4.584125069e-05
369	4.563052246e-05
370	4.528137429e-05
371	4.505859325e-05
372	4.490887753e-05
373	4.471916283e-05
374	4.458504762e-05
375	4.428370068e-05
376	4.39102497e-05
377	4.365093601e-05
378	4.348380735e-05
379	4.333584495e-05
380	4.307201501e-05
381	4.280203148e-05
382	4.264668295e-05
383	4.247003569e-05
384	4.238054165e-05
385	4.213157328e-05
386	4.171225374e-05
387	4.14663379e-05
388	4.124742671e-05
389	4.105549712e-05
390	4.086373861e-05
391	4.057731993e-05
392	4.015154806e-05
393	3.989976614e-05
394	3.972791807e-05
395	3.958027385e-05
396	3.937405015e-05
397	3.917716116e-05
398	3.88411833e-05
399	3.867746365e-05
400	3.839636863e-05
401	3.827643546e-05
402	3.819981476e-05
403	3.811541019e-05
404	3.79683415e-05
405	3.77848657e-05
406	3.750428309e-05
407	3.734519296e-05
408	3.71938875e-05
409	3.70142757e-05
410	3.685206118e-05
411	3.668802035e-05
412	3.6509976e-05
413	3.639560178e-05
414	3.624433862e-05
415	3.602821221e-05
416	3.588180772e-05
417	3.565733425e-05
418	3.554652255e-05
419	3.530408411e-05
420	3.507417672e-05
421	3.482358811e-05
422	3.470161502e-05
423	3.44503696e-05
424	3.431025103e-05
425	3.412970405e-05
426	3.400801217e-05
427	3.386659564e-05
