Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,TSLA,TSLA,TSLA,TSLA,TSLA,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,19.940000534057617,19.968000411987305,19.701000213623047,19.898500442504883,42756000,27.78158934895876,27.8386248585427,27.60226709480325,27.723310470581055,72783144,9.986666679382324,10.165332794189453,9.770000457763672,10.006667137145996,92826000,31.15490422414406,31.196613470518166,30.946370720148533,30.99641990661621,30632200,17.294737722699235,17.33675423805737,17.18082539456712,17.21537208557129,234684800
2014-01-03,19.914499282836914,20.135499954223633,19.81100082397461,19.82200050354004,44204000,27.770133404400525,27.81820147271548,27.519331680451373,27.521074295043945,66601332,10.0,10.145999908447266,9.90666675567627,9.970666885375977,70425000,31.02978721074704,31.046470273537256,30.529304872947115,30.787887573242188,31134800,17.20696912622057,17.233111848289237,16.820102383257986,16.837221145629883,392467600
2014-01-06,19.792499542236328,19.850000381469727,19.42099952697754,19.681499481201172,63412000,27.72057165037835,27.86626979749678,27.556938620011383,27.82791519165039,70701228,10.0,10.026666641235352,9.682666778564453,9.800000190734863,80416500,30.73783666128742,30.771202784996895,30.120579282505616,30.13726234436035,43603700,16.72735303445934,17.018357008630502,16.607526695322754,16.929033279418945,412610800
2014-01-07,19.75200080871582,19.923500061035156,19.714500427246094,19.901500701904297,38320000,28.019194162334315,28.38506352083641,27.923555367597146,28.364391326904297,102001896,9.841333389282227,10.026666641235352,9.683333396911621,9.957332611083984,75511500,30.30409383212325,30.43755516283415,30.203995447613238,30.37082290649414,35802800,16.941169011588876,16.992211133087164,16.741978744753187,16.807960510253906,317209200
2014-01-08,19.923500061035156,20.149999618530273,19.802000045776367,20.09600067138672,46330000,28.542217652335168,28.575093841649494,28.225663552568008,28.423416137695312,89610300,9.923333168029785,10.24666690826416,9.917332649230957,10.085332870483398,92448000,30.0288105664559,30.14558876509958,29.678475970524868,29.828617095947266,59971700,16.76967440179591,16.979758538825873,16.765941153607596,16.914400100708008,258529600
2014-01-09,20.18549919128418,20.344499588012695,19.922000885009766,20.050500869750977,42060000,28.47846018869352,28.497887115297978,28.033142410789896,28.149702072143555,83296620,10.166666984558105,10.228667259216309,9.789999961853027,9.835332870483398,80730000,29.92871703537728,29.953740027301905,29.52833325474613,29.636768341064453,36516300,17.018351424051254,17.020219710373805,16.661987443259857,16.698402404785156,279148800
2014-01-10,20.12649917602539,20.187999725341797,19.690000534057617,19.882999420166016,53590000,28.369871866724836,28.369871866724836,27.95070279311756,28.148208618164062,85654260,9.897333145141602,9.926667213439941,9.483332633972168,9.714667320251465,111691500,29.945403255498192,30.153936695489215,29.820281918716468,30.06218147277832,40548800,16.801417672727194,16.83160777789447,16.53002087751153,16.586977005004883,304976000
2014-01-13,19.89900016784668,19.98900032043457,19.422500610351562,19.548999786376953,56898000,28.055805445997542,28.564882411685705,27.82418006788701,27.96888542175293,96659244,9.718667030334473,9.800000190734863,9.187999725341797,9.28933334350586,94741500,30.02047836591373,30.045501362937493,29.05288323672167,29.178001403808594,45901900,16.492683325574244,16.88452828716873,16.49174918202572,16.6738224029541,378492800
2014-01-14,19.60650062561035,19.931499481201172,19.56450080871582,19.87700080871582,46802000,28.341725949687085,28.66675016618684,28.096153953309845,28.62689971923828,99204696,9.366666793823242,10.800000190734863,9.111332893371582,10.751333236694336,414105000,28.96947024414093,29.92872551116592,28.88605812612499,29.84531021118164,41623300,16.75131635467647,17.01617757837035,16.733886768796346,17.005596160888672,332561600
2014-01-15,19.94700050354004,19.965499877929688,19.62649917602539,19.793500900268555,53566000,28.71631084682494,28.76637210239588,28.48717600774555,28.607471466064453,77929992,11.229999542236328,11.482000350952148,10.80666732788086,10.942000389099121,306984000,29.945405460009148,30.687784051914534,29.90369622336619,30.662757873535156,44812600,17.227503474865753,17.435408509118613,17.169613192382872,17.347017288208008,391638800
2014-01-16,19.68400001525879,19.964500427246094,19.470500946044922,19.790000915527344,52024000,28.61942767733779,28.839346407822394,28.59203180054366,28.7967586517334,67288644,10.833333015441895,11.513333320617676,10.826666831970215,11.39799976348877,179391000,30.604376551613566,30.862959247574995,30.28740790981818,30.771203994750977,38018700,17.27045350903122,17.33114455675476,17.170234243798472,17.25022315979004,229278000
2014-01-17,19.71299934387207,20.17449951171875,19.683000564575195,19.980499267578125,90102000,28.812449365879814,28.906594223123545,28.497391071664683,28.655044555664062,107943948,11.345999717712402,11.546667098999023,11.196666717529297,11.333999633789062,138093000,30.721153669169347,30.721153669169347,30.153942351444876,30.345792770385742,46267500,17.164022014674433,17.182384089340825,16.8036104086286,16.82757568359375,426739600
2014-01-21,20.149999618530273,20.389999389648438,20.079999923706055,20.352500915527344,62442000,28.91406427880409,28.990526717493942,28.674221274742887,28.983055114746094,79116804,11.416000366210938,11.81933307647705,11.387332916259766,11.778667449951172,146020500,30.7128179504823,30.7128179504823,30.078877421275763,30.170629501342773,31567300,16.837527401721783,17.12012902028322,16.819786989915418,17.089006423950195,328526800
2014-01-22,20.399999618530273,20.402999877929688,20.100000381469727,20.226999282836914,41210000,29.05553195840895,29.08741155696303,28.862511752372512,29.015932083129883,62793144,11.854000091552734,12.021332740783691,11.650667190551758,11.904000282287598,105339000,30.24568519872141,30.295734363973946,29.820278430960773,29.970422744750977,21904300,17.146274860415048,17.344841829031072,17.04979214406771,17.164949417114258,379985200
